Unique Loan ID,Product,Product Type Vertical,Customer Id,Order Type,Origination Date - Vintage,GMV - USD,Down Payment Amount - USD,Loan Amount - USD,Current Loan Balance - USD,Total Paid Towards Capital - USD,Total Paid Towards Fees - USD,Amount in Arrears without fees - USD,Fees Accrued - USD,Installments in Arrears,Amount to be Caused,Installments to be Caused,1st Installment Due Date,1st Installment Amount - USD,1st Installment Completion Date,Delay for 1st Installment Payment - Days,2nd Installment Due Date,2nd Installment Amount - USD,2nd Installment Completion Date,Delay for 2nd Installment Payment - Days,3rd Installment Due Date,3rd Installment Amount - USD,3rd Installment Completion Date,Delay for 3rd Installment Payment - Days,Order Status,Loan delay - DPD,Factoring,FPD,Transaction Period,Merchant Id,User Credit Score
11706336,SPLIT_3,Moda,lbyhp7Hls68taU6R/eb6sg==,First order,17/12/2024,33.0,19.8,13.2,0.0,13.2,4.0,0.0,4.0,0,0.0,0,31/12/2024,4.4,30/12/2024,0,14/01/2025,4.4,19/01/2025,5.0,28/01/2025,4.4,29/01/2025,1.0,CLOSED,,Yes,No,42,d76s7ADMeTVozuJdV7LiTA==,374.0
16088294,SPLIT_3,Deporte,8R1MyBJ63sFl8an+2Alwig==,Follow up order,19/02/2025,128.3,51.32,76.98,25.66,51.32,0.0,0.0,0.0,0,25.66,1,05/03/2025,25.66,05/03/2025,0,19/03/2025,25.66,19/03/2025,0.0,02/04/2025,25.66,,-1.0,IN_PROGRESS,,No,No,42,7zRO7wMDFpHXWpsQTk0Eqg==,429.0
17789758,SPLIT_3,Moda,mvmwjx72Fcqyt5bAq9Figw==,Follow up order,18/03/2025,140.5,56.2,84.3,56.2,28.1,0.0,0.0,0.0,0,56.2,2,01/04/2025,28.1,31/03/2025,0,15/04/2025,28.1,,-14.0,29/04/2025,28.1,,-28.0,IN_PROGRESS,,No,No,42,6M9X12+8VfEX8GetOmoLYw==,13.0
17675932,SPLIT_3,Moda,yzLs6uAsuU5pE4lsEpPzdQ==,Follow up order,16/03/2025,60.0,24.0,36.0,24.0,12.0,0.0,0.0,0.0,0,24.0,2,30/03/2025,12.0,27/03/2025,0,13/04/2025,12.0,,-12.0,27/04/2025,12.0,,-26.0,IN_PROGRESS,,No,No,42,me96Wy1Ue0H+PLI+tTZI1w==,294.0
16287852,SPLIT_1,Restaurantes,n2ZBxTfS4tBjpcGkksGjgg==,First order,22/02/2025,68.4,41.04,27.36,27.36,0.0,0.0,27.36,4.0,1,0.0,0,08/03/2025,27.36,,24,,,,,,,,,DELAYED,24.0,Yes,Yes,14,98oaTO/+MqJN4I0sFpufzg==,427.0
17976082,SPLIT_1,Farmacias,5xBNq/2d/MGPc9Jbb7E6PQ==,Follow up order,21/03/2025,19.5,7.8,11.7,0.0,11.7,0.0,0.0,0.0,0,0.0,0,04/04/2025,11.7,30/03/2025,0,,,,,,,,,CLOSED,,No,No,14,SEVuD31xnjfD4bAOBfLNBw==,490.0
11316118,SPLIT_3,Hogar,2za5B3JCfMGkvuMVZm6jdw==,Follow up order,14/12/2024,82.96,33.18,49.78,0.0,49.78,0.0,0.0,0.0,0,0.0,0,28/12/2024,16.59,28/12/2024,0,11/01/2025,16.59,03/01/2025,0.0,25/01/2025,16.59,24/01/2025,0.0,CLOSED,,No,No,42,YCP1aZI53vtLqP9R4u+01Q==,495.0
9997232,SPLIT_3,Tecnología,72s8SQG1zKrmY5xCt/DRhg==,Follow up order,27/11/2024,168.0,84.0,84.0,0.0,84.0,12.0,0.0,12.0,0,0.0,0,11/12/2024,28.0,19/12/2024,8,25/12/2024,28.0,11/01/2025,17.0,08/01/2025,28.0,11/01/2025,3.0,CLOSED,,Yes,No,42,qyDZM00IeQR8siGlx0IpaA==,435.0
14605361,SPLIT_1,Supermercados,exrpEYadBc3vwo6bhRDlCw==,Follow up order,26/01/2025,29.3,11.72,17.58,17.58,0.0,0.0,17.58,4.0,1,0.0,0,09/02/2025,17.58,,51,,,,,,,,,DELAYED,51.0,Yes,Yes,14,sxn82NMel6lo3IpnTVVTmg==,519.0
17227674,SPLIT_1,Farmacias,6RD22K7vvzEGIMsLwcqqWQ==,Follow up order,09/03/2025,37.04,14.82,22.22,0.0,22.22,0.0,0.0,0.0,0,0.0,0,23/03/2025,22.22,16/03/2025,0,,,,,,,,,CLOSED,,No,No,14,NqfeCmO2UMrSDU8E+DVeWA==,14.0
12872661,SPLIT_3,Moda,iSfdHtxErCfVK4OTSseOxA==,Follow up order,27/12/2024,26.0,13.0,13.0,0.0,13.0,0.0,0.0,0.0,0,0.0,0,10/01/2025,4.33,07/01/2025,0,24/01/2025,4.33,07/01/2025,0.0,07/02/2025,4.33,10/01/2025,0.0,CLOSED,,No,No,42,FpNewTavx34YKDlGAOshGQ==,415.0
15534227,SPLIT_3,Moda,U33mDl8kwxxBFm6uEZvH8g==,Follow up order,11/02/2025,29.0,17.4,11.6,0.0,11.6,0.0,0.0,0.0,0,0.0,0,25/02/2025,3.87,20/02/2025,0,11/03/2025,3.87,07/03/2025,0.0,25/03/2025,3.87,18/03/2025,0.0,CLOSED,,No,No,42,jlnNtPj0MMUjz4Uoyy9Fpg==,470.0
12523462,SPLIT_3,Hogar,yZaPBEpDtLfYMjlOzrFQgw==,Follow up order,23/12/2024,42.18,21.09,21.09,0.0,21.09,0.0,0.0,0.0,0,0.0,0,06/01/2025,7.03,07/01/2025,1,20/01/2025,7.03,20/01/2025,0.0,03/02/2025,7.03,01/02/2025,0.0,CLOSED,,No,No,42,+fLwOyLrbix9ExNmX1mUUQ==,405.0
10161394,SPLIT_1,Supermercados,umttGI8eW6f1FkccsirHiw==,Follow up order,29/11/2024,23.38,9.35,14.03,0.0,14.03,0.0,0.0,0.0,0,0.0,0,13/12/2024,14.03,13/12/2024,0,,,,,,,,,CLOSED,,No,No,14,sxn82NMel6lo3IpnTVVTmg==,489.0
10439443,SPLIT_3,Hogar,GWap9F6FoRGNSS5fvyuQbw==,Follow up order,01/12/2024,234.41,93.76,140.65,0.0,140.65,0.0,0.0,0.0,0,0.0,0,15/12/2024,46.88,17/12/2024,2,29/12/2024,46.88,27/12/2024,0.0,12/01/2025,46.88,13/01/2025,1.0,CLOSED,,No,No,42,3TgG9sMAv4wRpoqtgeucPA==,466.0
9918661,SPLIT_3,Hogar,gqt7gj5CBs+CS59I5WJ0sQ==,First order,25/11/2024,48.9,29.34,19.56,0.0,19.56,0.0,0.0,0.0,0,0.0,0,09/12/2024,6.52,28/11/2024,0,23/12/2024,6.52,12/12/2024,0.0,06/01/2025,6.52,26/12/2024,0.0,CLOSED,,No,No,42,aCE+w5OfDbw/GLxnL9BpfQ==,352.0
16074989,SPLIT_3,Moda,WqDMbY+/K/xmn2YI1AGSDQ==,Follow up order,19/02/2025,40.0,24.0,16.0,0.0,16.0,0.0,0.0,0.0,0,0.0,0,05/03/2025,5.33,01/03/2025,0,19/03/2025,5.33,16/03/2025,0.0,02/04/2025,5.33,31/03/2025,0.0,CLOSED,,No,No,42,hzPBKkuE5tvmEDp7eWRVTg==,446.0
11214466,SPLIT_3,Moda,2ioYVF7pA4tCF3KGxpIVWg==,Follow up order,13/12/2024,29.0,17.4,11.6,0.0,11.6,0.0,0.0,0.0,0,0.0,0,27/12/2024,3.87,23/12/2024,0,10/01/2025,3.87,10/01/2025,0.0,24/01/2025,3.87,24/01/2025,0.0,CLOSED,,No,No,42,d76s7ADMeTVozuJdV7LiTA==,376.0
12817407,SPLIT_3,Hogar,YBmtehntDjhAYVMpumoLew==,Follow up order,26/12/2024,214.14,128.48,85.66,0.0,85.66,0.0,0.0,0.0,0,0.0,0,09/01/2025,28.55,11/01/2025,2,23/01/2025,28.55,19/01/2025,0.0,06/02/2025,28.55,04/02/2025,0.0,CLOSED,,No,No,42,BCtlDx4vdKC7PdCpwHbPEA==,445.0
12599109,SPLIT_3,Hogar,GOSlKkwfHkawN/ngvZUm3Q==,Follow up order,24/12/2024,28.47,11.39,17.08,0.0,17.08,0.0,0.0,0.0,0,0.0,0,07/01/2025,5.69,05/01/2025,0,21/01/2025,5.69,11/01/2025,0.0,04/02/2025,5.69,11/01/2025,0.0,CLOSED,,No,No,42,BCtlDx4vdKC7PdCpwHbPEA==,13.0
12463223,SPLIT_3,Herramientas,uw8WbhG30vXdtNkNgT0shw==,Follow up order,23/12/2024,90.3,54.18,36.12,0.0,36.12,8.0,0.0,8.0,0,0.0,0,06/01/2025,12.04,07/01/2025,1,20/01/2025,12.04,24/01/2025,4.0,03/02/2025,12.04,14/02/2025,11.0,CLOSED,,Yes,No,42,W5UQ182rflIub9AJsWHryA==,309.0
18554655,SPLIT_3,Moda,lXGEj6Zk/Bj0GhqsG3WEhw==,First order,29/03/2025,69.97,41.98,27.99,27.99,0.0,0.0,0.0,0.0,0,27.99,3,12/04/2025,9.33,,-11,26/04/2025,9.33,,-25.0,10/05/2025,9.33,,-39.0,IN_PROGRESS,,No,No,42,lXAVT6CVxjwpZgt2BTUsYw==,563.0
16784778,SPLIT_1,Supermercados,OthN7tfFMjzLhCTzJIGSgA==,Follow up order,02/03/2025,49.84,29.9,19.94,0.0,19.94,4.0,0.0,4.0,0,0.0,0,16/03/2025,19.94,31/03/2025,15,,,,,,,,,CLOSED,,Yes,No,14,nkaRdQzwf20Y4d2kOW/nxw==,333.0
16848038,SPLIT_3,Hogar,NqTPTejb/nZMuiIZhUdhFA==,Follow up order,03/03/2025,39.0,23.4,15.6,5.2,10.4,0.0,0.0,0.0,0,5.2,1,17/03/2025,5.2,15/03/2025,0,31/03/2025,5.2,31/03/2025,0.0,14/04/2025,5.2,,-13.0,IN_PROGRESS,,No,No,42,YCP1aZI53vtLqP9R4u+01Q==,394.0
14921537,SPLIT_1,Supermercados,sJJek4VlvZwSeQdDrntRRA==,Follow up order,01/02/2025,25.75,10.3,15.45,0.0,15.45,0.0,0.0,0.0,0,0.0,0,15/02/2025,15.45,13/02/2025,0,,,,,,,,,CLOSED,,No,No,14,7pHC94OxVCo/XxhxusQtxQ==,13.0
14659003,SPLIT_1,Supermercados,Aw3FZZTQPSY4JpnGSCgoug==,Follow up order,27/01/2025,107.07,53.53,53.53,0.0,53.26,0.0,0.0,0.0,0,0.0,0,10/02/2025,53.53,13/02/2025,3,,,,,,,,,CLOSED,,No,No,14,Y5Eg3jKIbUvpBh+bgaFwNQ==,365.0
18324831,SPLIT_3,Salud,hL6Q8GbxKm8gn3zrDp4xzg==,Follow up order,26/03/2025,180.01,108.01,72.0,72.0,0.0,0.0,0.0,0.0,0,72.0,3,09/04/2025,24.0,,-8,23/04/2025,24.0,,-22.0,07/05/2025,24.0,,-36.0,IN_PROGRESS,,No,No,42,Ik1UC5xjBFyv6yqjL/j3aw==,404.0
16791404,SPLIT_1,Supermercados,pr5u2UdINCJGPrqOaJdFIg==,Follow up order,02/03/2025,41.44,16.58,24.86,0.0,24.86,0.0,0.0,0.0,0,0.0,0,16/03/2025,24.86,05/03/2025,0,,,,,,,,,CLOSED,,No,No,14,sxn82NMel6lo3IpnTVVTmg==,11.0
16204561,SPLIT_1,Supermercados,ytMbBRehGKWFKEGEyKQ+sw==,Follow up order,22/02/2025,28.06,16.84,11.22,0.0,11.22,4.0,0.0,4.0,0,0.0,0,08/03/2025,11.22,14/03/2025,6,,,,,,,,,CLOSED,,Yes,No,14,hgGt3aZTFcQEDPUysxMwGA==,255.0
14045828,SPLIT_3,Moda,Q8y5z9RtjvDmh6+Hf4i3yw==,Follow up order,16/01/2025,63.7,25.48,38.22,0.0,38.22,0.0,0.0,0.0,0,0.0,0,30/01/2025,12.74,26/01/2025,0,13/02/2025,12.74,10/02/2025,0.0,27/02/2025,12.74,12/02/2025,0.0,CLOSED,,No,No,42,6M9X12+8VfEX8GetOmoLYw==,615.0
14089917,SPLIT_3,Moda,SemMU2vKqXNQsVK0jsSthg==,Follow up order,16/01/2025,38.0,19.0,19.0,0.0,19.0,0.0,0.0,0.0,0,0.0,0,30/01/2025,6.33,17/01/2025,0,13/02/2025,6.33,17/01/2025,0.0,27/02/2025,6.33,17/01/2025,0.0,CLOSED,,No,No,42,jlnNtPj0MMUjz4Uoyy9Fpg==,401.0
16238555,SPLIT_3,Moda,2zALyJ7RGWPJKMsd/mWz9g==,Follow up order,22/02/2025,29.09,11.64,17.45,0.0,17.45,0.0,0.0,0.0,0,0.0,0,08/03/2025,5.82,04/03/2025,0,22/03/2025,5.82,16/03/2025,0.0,05/04/2025,5.82,29/03/2025,0.0,CLOSED,,No,No,42,DRF0aLK1R8VfODn/jvjkDg==,13.0
11248582,SPLIT_3,Moda,srNVqWiCZT5iCuIIPXEqkA==,Follow up order,13/12/2024,56.0,28.0,28.0,0.0,28.0,0.0,0.0,0.0,0,0.0,0,27/12/2024,9.33,27/12/2024,0,10/01/2025,9.33,09/01/2025,0.0,24/01/2025,9.33,23/01/2025,0.0,CLOSED,,No,No,42,d76s7ADMeTVozuJdV7LiTA==,382.0
18593663,SPLIT_3,Moda,y+VIEN69Oy3pIsocLUWgIA==,Follow up order,29/03/2025,25.9,15.54,10.36,10.36,0.0,0.0,0.0,0.0,0,10.36,3,12/04/2025,3.45,,-11,26/04/2025,3.45,,-25.0,10/05/2025,3.45,,-39.0,IN_PROGRESS,,No,No,42,7zRO7wMDFpHXWpsQTk0Eqg==,412.0
13143233,SPLIT_3,Tecnología,24FIXb8+UWiAxHwUeVZ9gA==,Follow up order,29/12/2024,27.0,16.2,10.8,0.0,10.8,0.0,0.0,0.0,0,0.0,0,12/01/2025,3.6,12/01/2025,0,26/01/2025,3.6,26/01/2025,0.0,09/02/2025,3.6,09/02/2025,0.0,CLOSED,,No,No,42,jaQJLcZE1arNtZaSMe9NVw==,519.0
12970471,SPLIT_3,Moda,ROr+B7cPga35Wc82yaQhTg==,Follow up order,28/12/2024,35.0,14.0,21.0,0.0,21.0,0.0,0.0,0.0,0,0.0,0,11/01/2025,7.0,10/01/2025,0,25/01/2025,7.0,22/01/2025,0.0,08/02/2025,7.0,07/02/2025,0.0,CLOSED,,No,No,42,nNPyUYRGUBoq87W74nzp8A==,409.0
12529016,SPLIT_3,Moda,zj8aVqVq03GudvZ1JO/+pw==,Follow up order,23/12/2024,133.06,66.53,66.53,66.53,0.0,0.0,66.53,12.0,3,0.0,0,06/01/2025,22.18,,85,20/01/2025,22.18,,71.0,03/02/2025,22.18,,57.0,DELAYED,85.0,Yes,Yes,42,d76s7ADMeTVozuJdV7LiTA==,394.0
18130748,SPLIT_3,Moda,O9DyJmed19/tnllK+R+4Rw==,Follow up order,23/03/2025,32.59,16.3,16.3,16.3,0.0,0.0,0.0,0.0,0,16.3,3,06/04/2025,5.43,,-5,20/04/2025,5.43,,-19.0,04/05/2025,5.43,,-33.0,IN_PROGRESS,,No,No,42,d76s7ADMeTVozuJdV7LiTA==,423.0
15919221,SPLIT_1,Supermercados,JhA6kA+Fb91NVcgx2bc2Pg==,Follow up order,16/02/2025,32.39,19.43,12.96,0.0,12.96,0.0,0.0,0.0,0,0.0,0,02/03/2025,12.96,01/03/2025,0,,,,,,,,,CLOSED,,No,No,14,sxn82NMel6lo3IpnTVVTmg==,409.0
15585463,SPLIT_1,Farmacias,sQA7F5HfchuL/PGyGhX/mg==,Follow up order,12/02/2025,37.89,15.16,22.73,0.0,22.73,0.0,0.0,0.0,0,0.0,0,26/02/2025,22.73,22/02/2025,0,,,,,,,,,CLOSED,,No,No,14,NqfeCmO2UMrSDU8E+DVeWA==,15.0
13295629,SPLIT_3,Moda,1fazpIQtCldEkgyVdMKJSQ==,Follow up order,30/12/2024,30.0,18.0,12.0,0.0,12.0,0.0,0.0,0.0,0,0.0,0,13/01/2025,4.0,15/01/2025,2,27/01/2025,4.0,28/01/2025,1.0,10/02/2025,4.0,12/02/2025,2.0,CLOSED,,No,No,42,lXAVT6CVxjwpZgt2BTUsYw==,402.0
11220748,SPLIT_1,Farmacias,dsGtXo5JDoWjN6diQHjK1w==,Follow up order,13/12/2024,51.14,30.68,20.46,0.0,20.46,0.0,0.0,0.0,0,0.0,0,27/12/2024,20.46,28/12/2024,1,,,,,,,,,CLOSED,,No,No,14,f38Kg6/j0GELkd2VjbAO8g==,332.0
15835165,SPLIT_1,Supermercados,1aKgQErjW3Ug9rYTOBF2eQ==,Follow up order,15/02/2025,80.44,48.26,32.18,0.0,32.18,0.0,0.0,0.0,0,0.0,0,01/03/2025,32.18,24/02/2025,0,,,,,,,,,CLOSED,,No,No,14,tnl7Wn6A3nQDZHXL3O97Ag==,455.0
15192332,SPLIT_1,Supermercados,DGhLISOllq1mSy733Sm4+A==,Follow up order,05/02/2025,65.49,32.74,32.74,0.0,32.74,0.0,0.0,0.0,0,0.0,0,19/02/2025,32.74,14/02/2025,0,,,,,,,,,CLOSED,,No,No,14,PN1wd0fA257WikPjq7fG4A==,441.0
12786159,SPLIT_3,Moda,p1EQ+BOYldS1vlcOLPmJ7A==,Follow up order,26/12/2024,34.0,17.0,17.0,0.0,17.0,0.0,0.0,0.0,0,0.0,0,09/01/2025,5.67,04/01/2025,0,23/01/2025,5.67,04/01/2025,0.0,06/02/2025,5.67,04/01/2025,0.0,CLOSED,,No,No,42,lXAVT6CVxjwpZgt2BTUsYw==,380.0
17385863,SPLIT_1,Salud,EUKByQiH3gy+dUOYO3g6+g==,Follow up order,13/03/2025,27.02,16.21,10.81,0.0,10.81,0.0,0.0,0.0,0,0.0,0,27/03/2025,10.81,26/03/2025,0,,,,,,,,,CLOSED,,No,No,14,moYyWliYJiyatfx1miwrGw==,446.0
11475444,SPLIT_3,Moda,PKQ5LR9b+aZ9apQXrjtj3w==,Follow up order,15/12/2024,95.0,38.0,57.0,0.0,57.0,0.0,0.0,0.0,0,0.0,0,29/12/2024,19.0,26/12/2024,0,12/01/2025,19.0,13/01/2025,1.0,26/01/2025,19.0,26/01/2025,0.0,CLOSED,,No,No,42,x5BXVoE3ZUK6bM2P1UiLjw==,8.0
12093228,SPLIT_3,Moda,Psx1CjIkqfMEpO/IlaSUQg==,Follow up order,21/12/2024,44.0,26.4,17.6,0.0,17.6,0.0,0.0,0.0,0,0.0,0,04/01/2025,5.87,04/01/2025,0,18/01/2025,5.87,17/01/2025,0.0,01/02/2025,5.87,02/02/2025,1.0,CLOSED,,No,No,42,d76s7ADMeTVozuJdV7LiTA==,469.0
10328443,SPLIT_3,Moda,N4OZFM1nH7lGQnqYyBYT7g==,Follow up order,30/11/2024,65.0,39.0,26.0,0.0,26.0,0.0,0.0,0.0,0,0.0,0,14/12/2024,8.67,13/12/2024,0,28/12/2024,8.67,18/12/2024,0.0,11/01/2025,8.67,12/01/2025,1.0,CLOSED,,No,No,42,1GuRu9y276kHrAFwa+KRvg==,366.0
12910691,SPLIT_3,Moda,7rUVLS9YDT6Mo1911Qd/xA==,Follow up order,27/12/2024,105.0,63.0,42.0,0.0,42.0,0.0,0.0,0.0,0,0.0,0,10/01/2025,14.0,11/01/2025,1,24/01/2025,14.0,24/01/2025,0.0,07/02/2025,14.0,07/02/2025,0.0,CLOSED,,No,No,42,me96Wy1Ue0H+PLI+tTZI1w==,402.0
14145540,SPLIT_3,Hogar,pHuZ4xyrCz8OV59/thzCsQ==,Follow up order,17/01/2025,51.8,25.9,25.9,0.0,25.9,0.01,0.0,0.0,0,0.0,0,31/01/2025,8.63,31/01/2025,0,14/02/2025,8.63,12/02/2025,0.0,28/02/2025,8.63,19/02/2025,0.0,CLOSED,,No,No,42,H2rnrmfHoc2tGaJ6KilK5g==,402.0
13863345,SPLIT_1,Supermercados,SNuL3q+w+4h8jKD6sgP/kQ==,Follow up order,11/01/2025,19.9,7.96,11.94,0.0,11.94,0.0,0.0,0.0,0,0.0,0,25/01/2025,11.94,25/01/2025,0,,,,,,,,,CLOSED,,No,No,14,L/UxlwFFi64HbZ+aDnJg1Q==,421.0
13018078,SPLIT_3,Moda,B41keofhFKPPBH9E5ymPkw==,Follow up order,28/12/2024,32.0,19.2,12.8,0.0,12.8,12.0,0.0,12.0,0,0.0,0,11/01/2025,4.27,16/01/2025,5,25/01/2025,4.27,31/01/2025,6.0,08/02/2025,4.27,18/02/2025,10.0,CLOSED,,Yes,No,42,7EUn8x0AXnhk+WS5SX92/w==,472.0
9737736,SPLIT_3,Servicios,vKaPLEQRVgnWss0NF68yRg==,First order,23/11/2024,77.72,46.63,31.09,0.0,31.09,0.0,0.0,0.0,0,0.0,0,07/12/2024,10.36,06/12/2024,0,21/12/2024,10.36,06/12/2024,0.0,04/01/2025,10.36,30/12/2024,0.0,CLOSED,,No,No,42,tc+Kuv9TjhZPvNFC7i6Zxg==,429.0
9056059,SPLIT_3,Moda,ImKMV0Oe/96r7XTpWUJytA==,Follow up order,09/11/2024,121.49,48.6,72.89,0.0,72.89,0.0,0.0,0.0,0,0.0,0,23/11/2024,24.3,21/11/2024,0,07/12/2024,24.3,05/12/2024,0.0,21/12/2024,24.3,21/12/2024,0.0,CLOSED,,No,No,42,lXAVT6CVxjwpZgt2BTUsYw==,474.0
13449833,SPLIT_1,Supermercados,YKOudws6nnVhp/tKaXKLaQ==,Follow up order,02/01/2025,28.62,17.17,11.45,0.0,11.45,4.0,0.0,4.0,0,0.0,0,16/01/2025,11.45,28/01/2025,12,,,,,,,,,CLOSED,,Yes,No,14,6JssTzdlF8/iuv5zgUohig==,431.0
11746943,SPLIT_1,Farmacias,Mfd5Yyqyz5lldBRsdOUrpA==,Follow up order,18/12/2024,34.5,17.25,17.25,0.0,17.25,0.0,0.0,0.0,0,0.0,0,01/01/2025,17.25,18/12/2024,0,,,,,,,,,CLOSED,,No,No,14,yHuQLuMe9Xb10iOw6fc5OQ==,477.0
17440511,SPLIT_1,Restaurantes,PFVO9Mr/MuNEPWbCuqJtBw==,Follow up order,14/03/2025,23.97,11.98,11.98,0.0,11.89,0.0,0.0,0.0,0,0.0,0,28/03/2025,11.98,17/03/2025,0,,,,,,,,,CLOSED,,No,No,14,edVTGNHhy4iY0CN4Suw8Aw==,341.0
12674841,SPLIT_3,Moda,dPq/qt+Glho0dXZePZpISA==,Follow up order,24/12/2024,29.5,17.7,11.8,0.0,11.8,0.0,0.0,0.0,0,0.0,0,07/01/2025,3.93,06/01/2025,0,21/01/2025,3.93,20/01/2025,0.0,04/02/2025,3.93,01/02/2025,0.0,CLOSED,,No,No,42,JOtgkrN0VF34Z2mv1+6SIw==,346.0
12705224,SPLIT_1,Farmacias,MVwc6picDNe3wKm+/d8EKA==,Follow up order,24/12/2024,113.79,73.79,40.0,0.0,40.0,0.0,0.0,0.0,0,0.0,0,07/01/2025,40.0,07/01/2025,0,,,,,,,,,CLOSED,,No,No,14,yHuQLuMe9Xb10iOw6fc5OQ==,337.0
12028147,SPLIT_3,Salud,EKjr0XoZNrQIDs2dWLYoCw==,Follow up order,20/12/2024,102.09,40.84,61.25,0.0,61.25,0.0,0.0,0.0,0,0.0,0,03/01/2025,20.42,27/12/2024,0,17/01/2025,20.42,15/01/2025,0.0,31/01/2025,20.42,15/01/2025,0.0,CLOSED,,No,No,42,nuxQxgQjnXiRbnjXET3Zng==,495.0
10413493,SPLIT_1,Supermercados,Ak83pu/C1rcd10hjT/GqMw==,Follow up order,01/12/2024,58.99,23.6,35.39,0.0,35.39,0.0,0.0,0.0,0,0.0,0,15/12/2024,35.39,13/12/2024,0,,,,,,,,,CLOSED,,No,No,14,7pHC94OxVCo/XxhxusQtxQ==,2.0
17947655,SPLIT_1,Restaurantes,C35vmHb4g7IrI3od8WKpLw==,Follow up order,20/03/2025,17.97,10.78,7.19,0.0,7.19,0.0,0.0,0.0,0,0.0,0,03/04/2025,7.19,31/03/2025,0,,,,,,,,,CLOSED,,No,No,14,edVTGNHhy4iY0CN4Suw8Aw==,322.0
15385854,SPLIT_1,Supermercados,UDxenBN+m9G5Cj0uhkO4xg==,Follow up order,08/02/2025,51.11,30.67,20.44,0.0,20.44,0.0,0.0,0.0,0,0.0,0,22/02/2025,20.44,23/02/2025,1,,,,,,,,,CLOSED,,No,No,14,sxn82NMel6lo3IpnTVVTmg==,549.0
13258576,SPLIT_1,Supermercados,jTkz4C4ZAukJeMw4sHOvLQ==,Follow up order,30/12/2024,95.03,73.05,21.98,0.0,21.72,0.0,0.0,0.0,0,0.0,0,13/01/2025,21.98,14/01/2025,1,,,,,,,,,CLOSED,,No,No,14,Lk9lEbKtvk47pbZgWgvtAQ==,379.0
10232016,SPLIT_1,Supermercados,58HATh8lTM8vPTm30LiQvA==,Follow up order,30/11/2024,32.39,19.43,12.96,0.0,12.96,4.0,0.0,4.0,0,0.0,0,14/12/2024,12.96,17/12/2024,3,,,,,,,,,CLOSED,,Yes,No,14,PN1wd0fA257WikPjq7fG4A==,445.0
15565384,SPLIT_6,Hogar,oysJ5xhIbWPXzpaV5FmPzQ==,Follow up order,12/02/2025,209.99,42.0,168.0,0.0,84.0,0.0,0.0,0.0,0,0.0,0,26/02/2025,28.0,25/02/2025,0,12/03/2025,28.0,11/03/2025,0.0,26/03/2025,28.0,26/03/2025,0.0,IN_PROGRESS,,No,No,84,54QqRofD50uh/+aBKvorGQ==,427.0
13744400,SPLIT_3,Hogar,6WdiClq+NroSS5YONRN+LQ==,Follow up order,08/01/2025,50.0,20.0,30.0,0.0,30.0,0.0,0.0,0.0,0,0.0,0,22/01/2025,10.0,21/01/2025,0,05/02/2025,10.0,03/02/2025,0.0,19/02/2025,10.0,18/02/2025,0.0,CLOSED,,No,No,42,AUEW8L9LYvqt6joqgqz0RA==,481.0
10656364,SPLIT_3,Moda,fH45YhZM6aMQGC/o4M5Gmg==,Follow up order,05/12/2024,64.8,25.92,38.88,0.0,38.88,0.0,0.0,0.0,0,0.0,0,19/12/2024,12.96,19/12/2024,0,02/01/2025,12.96,31/12/2024,0.0,16/01/2025,12.96,16/01/2025,0.0,CLOSED,,No,No,42,7zRO7wMDFpHXWpsQTk0Eqg==,464.0
10354893,SPLIT_3,Tecnología,a35SUFV6TmZZxiXrQrRiDw==,Follow up order,01/12/2024,32.99,16.5,16.5,0.0,16.5,0.0,0.0,0.0,0,0.0,0,15/12/2024,5.5,09/12/2024,0,29/12/2024,5.5,28/12/2024,0.0,12/01/2025,5.5,12/01/2025,0.0,CLOSED,,No,No,42,rJC91OnvytHxePhOyJ9NIQ==,444.0
17609039,SPLIT_1,Supermercados,ucqmU6Ow9cZq6+q4paL/4A==,Follow up order,15/03/2025,126.64,75.98,50.66,0.0,50.66,0.0,0.0,0.0,0,0.0,0,29/03/2025,50.66,27/03/2025,0,,,,,,,,,CLOSED,,No,No,14,iTsIO2xva0VuJgrBUvswTw==,471.0
12398675,SPLIT_3,Moda,VjRH7TVFeJA8wYHvN66jdw==,First order,22/12/2024,28.01,16.81,11.2,0.0,11.2,0.0,0.0,0.0,0,0.0,0,05/01/2025,3.73,04/01/2025,0,19/01/2025,3.73,04/01/2025,0.0,02/02/2025,3.73,04/01/2025,0.0,CLOSED,,No,No,42,jlnNtPj0MMUjz4Uoyy9Fpg==,549.0
10396520,SPLIT_3,Moda,pCuKE0PX09uJO8NNI5wrDQ==,Follow up order,01/12/2024,49.0,29.4,19.6,0.0,19.6,0.0,0.0,0.0,0,0.0,0,15/12/2024,6.53,15/12/2024,0,29/12/2024,6.53,20/12/2024,0.0,12/01/2025,6.53,14/01/2025,2.0,CLOSED,,No,No,42,DRF0aLK1R8VfODn/jvjkDg==,481.0
11418986,SPLIT_1,Supermercados,zRcGt8M5AxVDAmn1Ml5PUg==,Follow up order,15/12/2024,87.31,57.86,29.45,0.0,29.45,0.0,0.0,0.0,0,0.0,0,29/12/2024,29.45,30/12/2024,1,,,,,,,,,CLOSED,,No,No,14,GMM6nGyefqByVDCa1q3KPA==,450.0
